imageNr,layerNr,approx1,approx2,approx3,approx4,approx5,approx6,approx7,approx8
79,3,76084.0,63903.0,73595.0,66998.0,58903.0,74313.0,69981.0,69957.0
79,4,51354.0,44898.0,48356.0,46490.0,42173.0,50610.0,48938.0,49122.0
79,5,12211.0,11375.0,10828.0,10804.0,11987.0,11570.0,13696.0,13954.0
79,6,3478.0,1942.0,3161.0,2155.0,2026.0,3588.0,2431.0,2644.0
79,7,1084.0,1058.0,1331.0,1017.0,987.0,1606.0,1178.0,1352.0
79,8,842.0,768.0,878.0,1075.0,736.0,1492.0,962.0,1003.0
80,1,485834.0,211816.0,296835.0,243947.0,224972.0,224534.0,401566.0,401462.0
80,2,162857.0,71727.0,99431.0,80450.0,75591.0,74677.0,134762.0,134016.0
80,3,110851.0,49203.0,68343.0,54568.0,52082.0,51664.0,91738.0,91634.0
80,4,68554.0,33070.0,43199.0,37747.0,34690.0,34194.0,59148.0,58128.0
80,5,12323.0,9221.0,8894.0,8153.0,9621.0,7211.0,11603.0,11214.0
80,6,2490.0,1946.0,2909.0,2275.0,2112.0,2068.0,2361.0,2472.0
80,7,1670.0,1080.0,1122.0,1336.0,1140.0,934.0,1541.0,1673.0
80,8,1210.0,864.0,1875.0,1302.0,907.0,871.0,991.0,955.0
81,1,255906.0,199524.0,277384.0,210997.0,241688.0,296789.0,302983.0,303155.0
81,2,86090.0,67274.0,93151.0,71167.0,81338.0,98944.0,101993.0,101595.0
81,3,59099.0,46006.0,63770.0,48081.0,55874.0,67751.0,69812.0,69772.0
81,4,41004.0,32722.0,44753.0,37030.0,41395.0,48541.0,49411.0,49075.0
81,5,12923.0,9720.0,13197.0,11616.0,15207.0,13207.0,14741.0,14822.0
81,6,2438.0,1805.0,2410.0,2227.0,2192.0,1911.0,2222.0,2155.0
81,7,1545.0,1003.0,1383.0,1011.0,1195.0,1061.0,1018.0,1000.0
81,8,1335.0,941.0,796.0,1080.0,680.0,2501.0,574.0,584.0
82,1,213689.0,212630.0,279956.0,174335.0,81347.0,304233.0,254308.0,254008.0
82,2,71534.0,72095.0,93825.0,58160.0,27362.0,100269.0,85370.0,84369.0
82,3,49268.0,49421.0,64444.0,39549.0,19220.0,69244.0,58296.0,58020.0
82,4,32179.0,33680.0,42066.0,28873.0,13034.0,49017.0,38125.0,38169.0
82,5,7271.0,9144.0,9914.0,7455.0,3285.0,13509.0,8193.0,8502.0
82,6,2184.0,1441.0,1572.0,1831.0,1280.0,1585.0,1471.0,1549.0
82,7,948.0,812.0,1282.0,1189.0,711.0,853.0,950.0,996.0
82,8,491.0,444.0,2918.0,651.0,389.0,1092.0,458.0,513.0
83,1,298721.0,316887.0,192686.0,251144.0,242461.0,209108.0,218494.0,218566.0
83,2,100446.0,107129.0,64657.0,84793.0,81562.0,70240.0,73505.0,73504.0
83,3,68469.0,73110.0,44416.0,57510.0,55920.0,48722.0,50411.0,50515.0
83,4,46902.0,51519.0,33221.0,41206.0,38420.0,39066.0,35108.0,35705.0
83,5,11771.0,13718.0,10743.0,11493.0,9831.0,12625.0,9487.0,10060.0
83,6,2205.0,1969.0,1162.0,1504.0,1516.0,1216.0,1645.0,1518.0
83,7,1087.0,1351.0,684.0,812.0,952.0,376.0,596.0,677.0
83,8,867.0,1065.0,852.0,594.0,865.0,504.0,294.0,337.0
84,1,288098.0,279357.0,257488.0,340230.0,272829.0,326331.0,348313.0,348326.0
84,2,97064.0,94412.0,86647.0,113971.0,91925.0,108828.0,117341.0,116842.0
84,3,66645.0,64604.0,59382.0,77168.0,63197.0,74728.0,80194.0,80104.0
84,4,43903.0,43513.0,41257.0,51873.0,41872.0,50737.0,53847.0,53614.0
84,5,10947.0,12119.0,12978.0,13077.0,12084.0,14397.0,14307.0,14237.0
84,6,3204.0,2595.0,2249.0,3169.0,2660.0,2299.0,2319.0,2179.0
84,7,1553.0,1117.0,1005.0,1093.0,1190.0,834.0,821.0,907.0
84,8,2988.0,1549.0,2349.0,2018.0,2468.0,2054.0,1120.0,1327.0
85,1,260547.0,358951.0,235309.0,230416.0,153366.0,228965.0,311958.0,311962.0
85,2,87649.0,121366.0,79188.0,77977.0,51503.0,77320.0,105087.0,104635.0
85,3,59897.0,82660.0,54357.0,52867.0,35417.0,53464.0,71906.0,71757.0
85,4,42307.0,56465.0,36372.0,39087.0,27633.0,38329.0,49940.0,49872.0
85,5,12910.0,16287.0,8951.0,11453.0,10156.0,11390.0,14198.0,14427.0
85,6,2020.0,2359.0,1619.0,1694.0,1170.0,1797.0,2567.0,2518.0
85,7,1400.0,1608.0,1051.0,1035.0,938.0,958.0,1422.0,1500.0
85,8,672.0,905.0,889.0,493.0,757.0,2942.0,639.0,675.0
86,1,284972.0,372467.0,317442.0,267788.0,290720.0,290495.0,260827.0,260819.0
86,2,96037.0,125876.0,106644.0,89460.0,97741.0,97406.0,87817.0,87696.0
86,3,66066.0,85729.0,72951.0,60461.0,66976.0,67240.0,60078.0,60096.0
86,4,46090.0,61157.0,50845.0,46410.0,48309.0,47861.0,43443.0,43630.0
86,5,13854.0,19682.0,15854.0,16352.0,16017.0,13871.0,15054.0,14993.0
86,6,2128.0,2883.0,1494.0,1217.0,1598.0,2068.0,2018.0,2014.0
86,7,1612.0,1775.0,720.0,564.0,832.0,1285.0,492.0,536.0
86,8,1117.0,1644.0,790.0,1653.0,932.0,1183.0,309.0,699.0
87,1,308858.0,298947.0,226255.0,299807.0,312133.0,280986.0,258756.0,258740.0
87,2,103682.0,101231.0,76000.0,99166.0,105067.0,93877.0,87049.0,86759.0
87,3,70920.0,68829.0,52195.0,67115.0,72172.0,64405.0,59551.0,59566.0
87,4,50121.0,47862.0,37725.0,49931.0,53151.0,45517.0,41350.0,41533.0
87,5,15442.0,12870.0,12232.0,15044.0,17201.0,13012.0,11126.0,11439.0
87,6,2484.0,1811.0,2114.0,2244.0,2301.0,2055.0,2262.0,2350.0
87,7,1219.0,916.0,1655.0,1163.0,1066.0,1062.0,1597.0,1723.0
87,8,2189.0,1900.0,1802.0,1416.0,1961.0,2249.0,2220.0,2347.0
88,1,299720.0,220355.0,219749.0,207158.0,248210.0,70971.0,323817.0,323700.0
88,2,100342.0,74597.0,73714.0,69124.0,83326.0,24718.0,108688.0,108070.0
88,3,68979.0,51069.0,50702.0,47123.0,57231.0,17760.0,73927.0,73929.0
88,4,44674.0,36965.0,33136.0,33093.0,37996.0,13940.0,48458.0,47933.0
88,5,9910.0,10616.0,7554.0,8415.0,9591.0,3946.0,9986.0,9869.0
88,6,2719.0,2327.0,1849.0,1908.0,1504.0,2096.0,1406.0,1556.0
88,7,1230.0,1191.0,796.0,1022.0,871.0,1036.0,572.0,622.0
88,8,4240.0,741.0,1200.0,492.0,741.0,672.0,468.0,473.0
89,1,294261.0,315831.0,268180.0,229231.0,185669.0,242427.0,286260.0,286411.0
89,2,98837.0,106899.0,89979.0,77071.0,62598.0,79776.0,96333.0,96005.0
89,3,67665.0,72543.0,61777.0,52373.0,43356.0,55544.0,66007.0,66023.0
89,4,46966.0,49891.0,42744.0,38081.0,32031.0,41351.0,44456.0,44573.0
89,5,14285.0,12939.0,13074.0,11295.0,10849.0,12694.0,11445.0,11645.0
89,6,2237.0,2204.0,1427.0,2300.0,2258.0,1904.0,2369.0,2542.0
89,7,1706.0,1118.0,607.0,1270.0,1265.0,840.0,1298.0,1293.0
89,8,1049.0,2500.0,774.0,866.0,1312.0,660.0,1160.0,1389.0
90,1,346207.0,302925.0,253201.0,264367.0,96412.0,80163.0,270046.0,270112.0
90,2,115964.0,102588.0,85187.0,87946.0,32724.0,28597.0,90747.0,90152.0
90,3,79258.0,69547.0,58399.0,59550.0,22715.0,20090.0,61844.0,61736.0
90,4,53711.0,46121.0,40195.0,41334.0,14865.0,15973.0,40647.0,40793.0
90,5,14419.0,10325.0,10906.0,9590.0,3242.0,4406.0,8974.0,9203.0
90,6,2036.0,1816.0,2175.0,1788.0,1114.0,1767.0,1914.0,1992.0
90,7,1342.0,1154.0,1109.0,906.0,601.0,992.0,1235.0,1248.0
90,8,1423.0,4852.0,720.0,429.0,441.0,370.0,2241.0,1651.0
91,1,221751.0,312234.0,343833.0,231068.0,238560.0,263468.0,311280.0,310973.0
91,2,74194.0,105729.0,115259.0,75751.0,80065.0,86731.0,104562.0,103094.0
91,3,51104.0,71716.0,79006.0,51572.0,55137.0,59970.0,71506.0,70993.0
91,4,34801.0,48150.0,50867.0,36342.0,36139.0,40785.0,47231.0,46613.0
91,5,9427.0,12462.0,10780.0,8122.0,8169.0,9234.0,10776.0,10694.0
91,6,2016.0,1588.0,1512.0,2531.0,1367.0,1205.0,1480.0,1623.0
91,7,1188.0,787.0,688.0,1811.0,690.0,480.0,1054.0,1116.0
91,8,2139.0,1388.0,335.0,1557.0,291.0,216.0,626.0,700.0
92,1,186160.0,219233.0,208321.0,193908.0,178344.0,201037.0,155389.0,155422.0
92,2,62650.0,74260.0,69988.0,65043.0,60039.0,67545.0,52350.0,52078.0
92,3,43161.0,50642.0,48137.0,44198.0,41492.0,46808.0,36132.0,36060.0
92,4,30215.0,35090.0,35376.0,33323.0,28523.0,34730.0,25007.0,25561.0
92,5,8767.0,10451.0,12595.0,11040.0,8235.0,11223.0,6976.0,7604.0
92,6,2545.0,1288.0,2798.0,2397.0,2718.0,2868.0,1389.0,1577.0
92,7,1432.0,635.0,1190.0,905.0,1175.0,1168.0,1267.0,1316.0
92,8,1638.0,1329.0,2101.0,919.0,1746.0,2151.0,1623.0,1780.0
93,1,301063.0,242485.0,312906.0,373324.0,270143.0,422483.0,238759.0,238792.0
93,2,101125.0,81983.0,105194.0,124322.0,90883.0,139244.0,80358.0,79891.0
93,3,69251.0,55868.0,71760.0,84299.0,62097.0,95769.0,54954.0,54777.0
93,4,46644.0,38160.0,48112.0,56368.0,42682.0,63127.0,39497.0,39520.0
93,5,12350.0,10215.0,12167.0,14519.0,11417.0,14408.0,12534.0,12242.0
93,6,2437.0,1870.0,2249.0,3037.0,2388.0,3135.0,1762.0,1734.0
93,7,1142.0,647.0,1021.0,1417.0,743.0,1348.0,674.0,719.0
93,8,1382.0,379.0,1771.0,731.0,430.0,1064.0,384.0,372.0
94,1,181205.0,185926.0,329997.0,302551.0,178880.0,247232.0,369595.0,369362.0
94,2,60694.0,62808.0,110632.0,99803.0,60223.0,82092.0,124101.0,123383.0
94,3,41853.0,42999.0,75691.0,67908.0,41649.0,56664.0,84518.0,84393.0
94,4,30539.0,30403.0,52152.0,49851.0,29600.0,41258.0,55793.0,55520.0
94,5,9922.0,9390.0,14727.0,15243.0,9566.0,13973.0,13482.0,13333.0
94,6,3130.0,3197.0,2488.0,3490.0,3219.0,2764.0,2822.0,2824.0
94,7,1499.0,1470.0,1071.0,1678.0,1624.0,1249.0,1480.0,1444.0
94,8,1157.0,1064.0,4894.0,1113.0,1050.0,999.0,1143.0,1199.0
95,1,143762.0,291292.0,268456.0,333561.0,244398.0,245289.0,235206.0,235068.0
95,2,48507.0,98510.0,89675.0,109717.0,82126.0,81782.0,78984.0,78725.0
95,3,33637.0,67146.0,61221.0,74300.0,56211.0,56447.0,54006.0,53981.0
95,4,24313.0,45370.0,43195.0,52036.0,40298.0,40581.0,37814.0,37861.0
95,5,7130.0,10609.0,13202.0,13029.0,12584.0,11983.0,10580.0,10796.0
95,6,1372.0,2401.0,1514.0,1640.0,1730.0,2156.0,2095.0,2141.0
95,7,673.0,1228.0,683.0,1039.0,933.0,1332.0,793.0,847.0
95,8,211.0,2418.0,1608.0,636.0,515.0,1678.0,604.0,580.0
96,1,248919.0,260431.0,332512.0,193570.0,173247.0,302781.0,214745.0,214797.0
96,2,83514.0,87972.0,111331.0,64964.0,58253.0,99712.0,72167.0,71829.0
96,3,57514.0,60228.0,76177.0,44101.0,40243.0,68504.0,49470.0,49450.0
96,4,40674.0,40588.0,52307.0,34444.0,29284.0,46904.0,37027.0,36864.0
96,5,14099.0,10406.0,15721.0,11991.0,10489.0,12825.0,13538.0,13784.0
96,6,2921.0,1485.0,2853.0,1570.0,1924.0,2454.0,2767.0,2840.0
96,7,1291.0,685.0,1502.0,849.0,851.0,1313.0,1352.0,1380.0
96,8,1315.0,702.0,909.0,908.0,840.0,1278.0,1070.0,1047.0
97,1,245715.0,275768.0,213341.0,287949.0,397304.0,277820.0,278708.0,278620.0
97,2,82289.0,93319.0,71512.0,95096.0,133362.0,92941.0,93744.0,93254.0
97,3,56499.0,63608.0,49151.0,64385.0,90967.0,63995.0,64140.0,64008.0
97,4,36880.0,43046.0,34639.0,44644.0,59881.0,45129.0,43324.0,43235.0
97,5,8001.0,10069.0,10312.0,9848.0,14142.0,12252.0,9854.0,10087.0
97,6,2313.0,2187.0,2006.0,2388.0,2462.0,1995.0,2146.0,2229.0
97,7,873.0,1003.0,1022.0,1330.0,1228.0,1086.0,1017.0,1045.0
97,8,881.0,804.0,1153.0,5546.0,798.0,1271.0,777.0,767.0
98,1,205356.0,261399.0,222694.0,321856.0,250319.0,393448.0,191553.0,191529.0
98,2,68973.0,88587.0,74658.0,105493.0,84106.0,129590.0,64462.0,64293.0
98,3,47542.0,60657.0,51424.0,71341.0,57750.0,88987.0,44388.0,44426.0
98,4,35667.0,43206.0,35283.0,50263.0,40616.0,60372.0,31855.0,32433.0
98,5,14010.0,13730.0,10438.0,13935.0,14414.0,16301.0,10534.0,11070.0
98,6,2061.0,1832.0,2156.0,2226.0,1861.0,3126.0,2140.0,2207.0
98,7,654.0,857.0,1265.0,937.0,1082.0,1378.0,1111.0,1182.0
98,8,543.0,730.0,738.0,2618.0,763.0,1213.0,875.0,1102.0
99,1,344593.0,348188.0,293614.0,321197.0,242999.0,316463.0,315576.0,315612.0
99,2,116137.0,117407.0,98901.0,107153.0,82014.0,107670.0,106179.0,106125.0
99,3,79236.0,80022.0,67543.0,73102.0,56058.0,73549.0,72340.0,72400.0
99,4,52976.0,52650.0,45946.0,52820.0,39164.0,47656.0,51324.0,51326.0
99,5,11968.0,11675.0,10821.0,13488.0,10990.0,8726.0,13065.0,13239.0
99,6,1825.0,2678.0,3003.0,1960.0,1777.0,1707.0,2426.0,2409.0
99,7,1074.0,1180.0,1495.0,1033.0,1078.0,763.0,905.0,949.0
99,8,534.0,2126.0,2080.0,1407.0,1146.0,349.0,444.0,582.0
100,1,298036.0,234090.0,322421.0,265413.0,400590.0,296844.0,272670.0,272743.0
100,2,100038.0,79045.0,108405.0,87704.0,134631.0,99234.0,91790.0,91486.0
100,3,68675.0,54214.0,74194.0,60273.0,91701.0,68012.0,62864.0,62819.0
100,4,47041.0,37030.0,47265.0,42989.0,60474.0,44292.0,42667.0,42741.0
100,5,14227.0,11522.0,9556.0,12158.0,14459.0,9731.0,11589.0,12027.0
100,6,2968.0,2795.0,2783.0,2194.0,2947.0,2439.0,2277.0,2255.0
100,7,1146.0,1555.0,933.0,844.0,826.0,986.0,761.0,731.0
100,8,735.0,995.0,519.0,389.0,793.0,618.0,488.0,432.0
101,1,239518.0,302424.0,277851.0,275790.0,297619.0,220089.0,210309.0,210313.0
101,2,80562.0,102452.0,93358.0,92122.0,100066.0,74067.0,70907.0,70554.0
101,3,55230.0,70109.0,64095.0,62478.0,68395.0,51042.0,48758.0,48660.0
101,4,37850.0,49524.0,42442.0,44876.0,48253.0,35830.0,34945.0,35050.0
101,5,10149.0,14828.0,10317.0,13310.0,15168.0,9852.0,10653.0,11123.0
101,6,2353.0,2564.0,1799.0,1815.0,2048.0,2383.0,1817.0,1909.0
101,7,1311.0,985.0,938.0,740.0,842.0,1215.0,941.0,1000.0
101,8,2594.0,2749.0,2611.0,2549.0,1896.0,2762.0,2676.0,2823.0
102,1,251540.0,214086.0,207300.0,233789.0,360204.0,330296.0,271494.0,271298.0
102,2,84048.0,72129.0,69436.0,77199.0,120889.0,109379.0,90964.0,89961.0
102,3,57454.0,49027.0,47255.0,53887.0,82387.0,74606.0,61508.0,61175.0
102,4,41579.0,33369.0,32816.0,37401.0,54895.0,51336.0,42962.0,43737.0
102,5,14212.0,8902.0,10462.0,9568.0,13985.0,14122.0,12104.0,12348.0
102,6,2475.0,2269.0,1296.0,2437.0,2690.0,2424.0,2258.0,2448.0
102,7,1482.0,1281.0,947.0,1531.0,1674.0,1331.0,1462.0,1532.0
102,8,1145.0,883.0,560.0,891.0,2012.0,1761.0,794.0,790.0
103,1,456812.0,355488.0,240469.0,296960.0,268334.0,339359.0,286203.0,286369.0
103,2,153128.0,119835.0,80659.0,99124.0,90038.0,113153.0,95945.0,95961.0
103,3,103844.0,81140.0,54752.0,67841.0,61210.0,76995.0,64832.0,65106.0
103,4,68235.0,57155.0,38604.0,47998.0,41652.0,54197.0,43961.0,45256.0
103,5,15152.0,16016.0,12511.0,12979.0,11310.0,14894.0,11089.0,11443.0
103,6,2915.0,3391.0,2315.0,2672.0,2431.0,2956.0,2276.0,2349.0
103,7,1363.0,1236.0,821.0,753.0,1034.0,1342.0,1064.0,1185.0
103,8,943.0,996.0,1609.0,831.0,633.0,1129.0,556.0,608.0
104,1,271664.0,141188.0,238433.0,99294.0,113643.0,319077.0,324224.0,323903.0
104,2,90834.0,47684.0,79927.0,32687.0,38083.0,104960.0,108816.0,107883.0
104,3,61944.0,32318.0,54755.0,23005.0,25883.0,72005.0,73830.0,73696.0
104,4,39843.0,20929.0,33853.0,18123.0,17094.0,46897.0,47954.0,48233.0
104,5,8498.0,4718.0,8644.0,4683.0,4743.0,9806.0,11380.0,10878.0
104,6,3217.0,2099.0,3002.0,1514.0,1115.0,2640.0,2388.0,2558.0
104,7,1181.0,858.0,1860.0,728.0,440.0,1458.0,1082.0,1139.0
104,8,797.0,522.0,953.0,602.0,512.0,1221.0,618.0,798.0
105,1,286639.0,314344.0,397182.0,251219.0,334857.0,370342.0,331126.0,331124.0
105,2,96446.0,105922.0,133244.0,84881.0,112436.0,123893.0,111226.0,111240.0
105,3,65276.0,71467.0,90432.0,57962.0,76307.0,85452.0,75375.0,75472.0
105,4,45250.0,50400.0,60410.0,42650.0,49384.0,56595.0,48680.0,49800.0
105,5,11491.0,13800.0,16336.0,11622.0,11124.0,12871.0,10515.0,11031.0
105,6,1935.0,1926.0,2604.0,1947.0,2585.0,3008.0,2421.0,2465.0
105,7,857.0,1006.0,830.0,851.0,1105.0,887.0,1100.0,1183.0
105,8,1447.0,1422.0,1247.0,988.0,1360.0,900.0,1307.0,1442.0
106,1,223856.0,267670.0,252668.0,208364.0,347609.0,306136.0,351686.0,351474.0
106,2,74747.0,90648.0,84821.0,69094.0,116665.0,102360.0,118080.0,117347.0
106,3,51044.0,61145.0,57996.0,47528.0,79456.0,70114.0,80242.0,80067.0
106,4,36076.0,43465.0,36585.0,34723.0,53452.0,45480.0,53099.0,53172.0
106,5,11306.0,13698.0,8095.0,9593.0,15258.0,9297.0,13711.0,13182.0
106,6,1987.0,2036.0,2122.0,1499.0,2695.0,2515.0,2018.0,2088.0
106,7,1146.0,741.0,718.0,631.0,1074.0,870.0,1074.0,1145.0
106,8,904.0,1174.0,230.0,776.0,1049.0,247.0,1488.0,1444.0
107,1,286159.0,278827.0,205948.0,205350.0,244568.0,244124.0,269862.0,269995.0
107,2,95524.0,94275.0,68980.0,68173.0,82118.0,79971.0,90700.0,90072.0
107,3,64967.0,64031.0,46928.0,47071.0,56051.0,56407.0,61744.0,61583.0
107,4,45156.0,42051.0,32244.0,32834.0,37025.0,38752.0,41092.0,41947.0
107,5,12267.0,9834.0,10048.0,8888.0,10046.0,8838.0,10918.0,11058.0
107,6,3291.0,2803.0,2495.0,2097.0,2717.0,1770.0,2357.0,2352.0
107,7,1292.0,1301.0,1133.0,1017.0,1175.0,1031.0,1344.0,1311.0
107,8,1013.0,2166.0,622.0,1329.0,1034.0,2196.0,2263.0,2131.0
108,1,241654.0,272428.0,208333.0,251584.0,328176.0,205770.0,292679.0,292909.0
108,2,80904.0,92032.0,69966.0,83478.0,110138.0,68419.0,98116.0,97810.0
108,3,55314.0,62734.0,47767.0,57389.0,75095.0,48263.0,66389.0,66506.0
108,4,38117.0,45326.0,32120.0,39837.0,50228.0,35369.0,46277.0,46888.0
108,5,10089.0,14696.0,8633.0,11672.0,12790.0,10132.0,12845.0,13133.0
108,6,2690.0,2154.0,2113.0,2404.0,2690.0,1760.0,2493.0,2486.0
108,7,1191.0,1503.0,899.0,1761.0,1627.0,977.0,1346.0,1389.0
108,8,877.0,1143.0,537.0,547.0,1374.0,479.0,1372.0,1673.0
109,1,334957.0,214994.0,257246.0,291401.0,175354.0,354092.0,249214.0,249391.0
109,2,111877.0,72592.0,86315.0,96577.0,58897.0,116911.0,83764.0,83607.0
109,3,76235.0,49015.0,58762.0,66106.0,39993.0,79534.0,57010.0,57022.0
109,4,51165.0,34290.0,40483.0,46836.0,27214.0,54208.0,38607.0,40323.0
109,5,12002.0,9036.0,11338.0,13447.0,8007.0,12552.0,11305.0,11261.0
109,6,2782.0,1714.0,2025.0,2983.0,1795.0,2589.0,2457.0,2574.0
109,7,1144.0,945.0,954.0,999.0,699.0,1047.0,1057.0,1163.0
109,8,1293.0,1419.0,1842.0,1356.0,1291.0,1496.0,1887.0,2036.0
110,1,250623.0,305396.0,335978.0,272594.0,270419.0,338956.0,438104.0,438946.0
110,2,84256.0,102707.0,112787.0,91886.0,90777.0,112553.0,146980.0,145651.0
110,3,57194.0,70243.0,76571.0,62887.0,61666.0,76707.0,99865.0,99076.0
110,4,41439.0,49576.0,53598.0,44481.0,41741.0,55732.0,67531.0,67100.0
110,5,12519.0,14649.0,17071.0,12241.0,11553.0,15910.0,18866.0,17898.0
110,6,2556.0,2712.0,2076.0,2839.0,2841.0,2643.0,3089.0,3068.0
110,7,1368.0,1322.0,1191.0,1428.0,1308.0,1433.0,1552.0,1552.0
110,8,729.0,1169.0,1799.0,809.0,695.0,850.0,1376.0,1160.0
111,1,247476.0,338492.0,326014.0,192686.0,300442.0,267655.0,278213.0,278307.0
111,2,83073.0,113802.0,109394.0,65445.0,100765.0,90134.0,93327.0,93548.0
111,3,56409.0,77637.0,74186.0,44849.0,68218.0,61538.0,63262.0,63570.0
111,4,39387.0,53362.0,49915.0,33989.0,46838.0,44633.0,44646.0,46272.0
111,5,10875.0,14582.0,13835.0,11212.0,13275.0,13404.0,14591.0,14075.0
111,6,2727.0,3168.0,3216.0,2037.0,2286.0,2899.0,2696.0,2736.0
111,7,1227.0,1681.0,1666.0,1048.0,1241.0,1257.0,1114.0,1203.0
111,8,1016.0,2382.0,2289.0,1138.0,1276.0,1196.0,1190.0,1226.0
112,1,327274.0,332154.0,344390.0,316056.0,353964.0,258467.0,241936.0,242114.0
112,2,109488.0,111757.0,115616.0,106230.0,118914.0,86604.0,81319.0,82065.0
112,3,74571.0,76164.0,78730.0,72570.0,80873.0,59763.0,55084.0,55700.0
112,4,51434.0,53805.0,54410.0,48151.0,53302.0,42600.0,38713.0,41224.0
112,5,13973.0,15934.0,16370.0,10548.0,12718.0,11764.0,12544.0,12752.0
112,6,3326.0,2636.0,3258.0,2517.0,3138.0,2197.0,2377.0,2528.0
112,7,1881.0,1525.0,1332.0,1521.0,1484.0,1258.0,1312.0,1352.0
112,8,1386.0,1405.0,742.0,1170.0,1201.0,2756.0,1161.0,1120.0
113,1,305521.0,320101.0,309088.0,308787.0,343420.0,276769.0,271085.0,271477.0
113,2,102311.0,107727.0,103581.0,102318.0,115216.0,92062.0,90938.0,90563.0
113,3,69721.0,73607.0,70341.0,69798.0,78089.0,63736.0,61592.0,61651.0
113,4,48720.0,50998.0,48714.0,50299.0,52579.0,43953.0,42905.0,44347.0
113,5,13533.0,14180.0,14767.0,14391.0,13360.0,11395.0,13205.0,12688.0
113,6,2359.0,2526.0,2605.0,1606.0,1606.0,2349.0,1408.0,1550.0
113,7,834.0,903.0,1320.0,797.0,672.0,1325.0,557.0,641.0
113,8,1101.0,2513.0,1299.0,501.0,843.0,703.0,547.0,782.0
114,1,301240.0,271925.0,255172.0,337931.0,274073.0,240368.0,261977.0,262398.0
114,2,100712.0,91453.0,85453.0,110692.0,91925.0,79514.0,87914.0,87363.0
114,3,68401.0,62643.0,58140.0,75631.0,62568.0,54543.0,59679.0,59485.0
114,4,47753.0,42599.0,41514.0,52849.0,43411.0,40422.0,40411.0,42292.0
114,5,13702.0,10612.0,12695.0,13974.0,12828.0,12493.0,11453.0,11604.0
114,6,1959.0,1544.0,2468.0,2189.0,1911.0,2368.0,2695.0,3163.0
114,7,1114.0,904.0,1433.0,1384.0,1078.0,964.0,1318.0,1626.0
114,8,537.0,2061.0,885.0,1691.0,584.0,384.0,2661.0,1901.0
115,1,335555.0,272557.0,129998.0,153225.0,296053.0,311090.0,314846.0,315487.0
115,2,112057.0,91601.0,43791.0,52516.0,99316.0,104594.0,105661.0,105221.0
115,3,76242.0,62567.0,29547.0,36150.0,67559.0,71511.0,71757.0,71615.0
115,4,52782.0,43710.0,23087.0,28422.0,46503.0,49553.0,47806.0,48983.0
115,5,14182.0,12932.0,7658.0,9459.0,14210.0,13288.0,12909.0,12576.0
115,6,2897.0,2863.0,1074.0,1842.0,2948.0,3704.0,3778.0,3976.0
115,7,1667.0,1308.0,715.0,837.0,1534.0,1455.0,1328.0,1424.0
115,8,2014.0,1746.0,980.0,1150.0,2502.0,2185.0,2097.0,2138.0
116,1,332587.0,318345.0,302619.0,209449.0,233129.0,268716.0,105852.0,106072.0
116,2,110729.0,107240.0,101150.0,69740.0,77915.0,89008.0,35439.0,36374.0
116,3,75481.0,73408.0,68879.0,48212.0,53038.0,61101.0,23917.0,24718.0
116,4,49102.0,49483.0,48604.0,36078.0,35925.0,40818.0,15651.0,19416.0
116,5,9905.0,12724.0,12961.0,10642.0,9764.0,7894.0,4301.0,5064.0
116,6,2291.0,1746.0,1824.0,2582.0,1610.0,2161.0,1636.0,1690.0
116,7,1338.0,1036.0,1165.0,1307.0,722.0,1460.0,750.0,718.0
116,8,1150.0,971.0,507.0,1702.0,1664.0,1103.0,557.0,536.0
117,1,314765.0,273116.0,344493.0,297882.0,234767.0,265343.0,341738.0,341748.0
117,2,105293.0,91972.0,115368.0,99420.0,78795.0,87743.0,114613.0,113362.0
117,3,71766.0,63055.0,78566.0,68152.0,53770.0,61055.0,78090.0,77484.0
117,4,51577.0,44420.0,54900.0,50281.0,37761.0,44705.0,54991.0,55327.0
117,5,17602.0,14147.0,15978.0,16593.0,12142.0,14888.0,17435.0,17157.0
117,6,2179.0,2440.0,3094.0,2585.0,1997.0,1823.0,2534.0,2522.0
117,7,722.0,1290.0,1200.0,1375.0,1044.0,793.0,1422.0,1426.0
117,8,532.0,814.0,4412.0,986.0,607.0,624.0,1044.0,974.0
118,1,184000.0,169324.0,228700.0,241818.0,307971.0,207574.0,272450.0,272633.0
118,2,61586.0,56957.0,76759.0,81662.0,103383.0,70165.0,91556.0,91554.0
118,3,41735.0,39095.0,52053.0,55144.0,70294.0,48238.0,62438.0,62460.0
118,4,30575.0,28841.0,36966.0,40622.0,48569.0,34927.0,42329.0,43939.0
118,5,9815.0,8871.0,9650.0,12655.0,15003.0,9036.0,11512.0,11841.0
118,6,974.0,2041.0,1279.0,1610.0,2829.0,1938.0,2899.0,2925.0
118,7,769.0,1185.0,729.0,899.0,1353.0,1212.0,1599.0,1661.0
118,8,1124.0,664.0,818.0,880.0,1456.0,1843.0,1590.0,1599.0
119,1,324158.0,254361.0,248584.0,278096.0,275605.0,287908.0,230401.0,230573.0
119,2,108114.0,85566.0,83294.0,93788.0,92363.0,95163.0,77234.0,76326.0
119,3,73546.0,58468.0,56557.0,63722.0,62974.0,66037.0,52239.0,53550.0
119,4,50142.0,41090.0,40437.0,45596.0,42884.0,46043.0,36562.0,39276.0
119,5,13751.0,12396.0,12114.0,14681.0,12248.0,12067.0,10175.0,10549.0
