imageNr,layerNr,approx1,approx2,approx3,approx4,approx5,approx6,approx7,approx8
38,8,990.0,979.0,729.0,846.0,731.0,973.0,940.0,927.0
39,1,346784.0,147597.0,252778.0,263811.0,237464.0,60001.0,278316.0,278739.0
39,2,116532.0,50492.0,85225.0,88132.0,80009.0,20616.0,94047.0,93774.0
39,3,79254.0,34755.0,57782.0,60026.0,53965.0,13720.0,64203.0,63565.0
39,4,53390.0,24906.0,39953.0,41759.0,36515.0,11653.0,40098.0,41079.0
39,5,14348.0,4811.0,10836.0,9278.0,9224.0,2927.0,6826.0,6748.0
39,6,2333.0,2145.0,2225.0,1997.0,1936.0,1372.0,2409.0,2728.0
39,7,1422.0,901.0,1067.0,997.0,1168.0,619.0,959.0,1093.0
39,8,1355.0,422.0,695.0,439.0,944.0,313.0,588.0,639.0
40,1,222304.0,223144.0,342798.0,230451.0,80701.0,277778.0,235803.0,235819.0
40,2,74603.0,72983.0,115054.0,76007.0,27193.0,92280.0,79636.0,78731.0
40,3,50944.0,50397.0,78428.0,52140.0,18459.0,63045.0,54624.0,53718.0
40,4,34268.0,36866.0,50693.0,37036.0,14315.0,42657.0,35715.0,36506.0
40,5,9033.0,9067.0,10770.0,8084.0,5425.0,9411.0,8264.0,8169.0
40,6,2438.0,2211.0,1694.0,2922.0,1496.0,1273.0,1693.0,1828.0
40,7,1054.0,792.0,631.0,1678.0,780.0,428.0,981.0,1017.0
40,8,2403.0,263.0,475.0,1518.0,1510.0,357.0,2218.0,1655.0
41,1,186381.0,285575.0,207858.0,193517.0,169433.0,169227.0,316136.0,315917.0
41,2,62897.0,94312.0,69977.0,65096.0,57354.0,57063.0,106789.0,105711.0
41,3,42695.0,65641.0,47547.0,44355.0,38997.0,38746.0,72776.0,71800.0
41,4,29212.0,45457.0,35137.0,33675.0,26586.0,28935.0,49705.0,49852.0
41,5,8604.0,11971.0,12647.0,11228.0,7855.0,8893.0,14161.0,14736.0
41,6,2309.0,2193.0,2834.0,2483.0,1923.0,2880.0,1946.0,2035.0
41,7,1202.0,810.0,1197.0,894.0,983.0,1574.0,758.0,789.0
41,8,1423.0,2266.0,2002.0,846.0,1506.0,1700.0,1513.0,1655.0
42,1,301322.0,265125.0,312263.0,372614.0,263599.0,277560.0,176416.0,176556.0
42,2,101591.0,88825.0,105183.0,124502.0,88867.0,93274.0,59727.0,59820.0
42,3,68970.0,60633.0,71116.0,84948.0,59893.0,63175.0,40834.0,40342.0
42,4,46343.0,43637.0,47817.0,56946.0,40720.0,44546.0,27678.0,29265.0
42,5,12431.0,11221.0,12430.0,14761.0,10337.0,12056.0,7418.0,8518.0
42,6,2627.0,2442.0,2340.0,3170.0,2100.0,2355.0,2364.0,2625.0
42,7,1119.0,1573.0,1005.0,1408.0,692.0,729.0,1564.0,1624.0
42,8,1294.0,782.0,1729.0,757.0,318.0,276.0,1586.0,1298.0
43,1,181628.0,324151.0,328912.0,301840.0,165004.0,232589.0,286884.0,286897.0
43,2,61030.0,106837.0,110580.0,100177.0,55633.0,78036.0,97058.0,96218.0
43,3,41406.0,73119.0,75089.0,68544.0,37620.0,53179.0,66531.0,65625.0
43,4,30053.0,53939.0,52354.0,50879.0,27768.0,40014.0,47804.0,48133.0
43,5,9853.0,16547.0,15016.0,15354.0,9176.0,13334.0,16367.0,16257.0
43,6,3107.0,2633.0,2481.0,3589.0,3457.0,3339.0,2804.0,2774.0
43,7,1476.0,886.0,1030.0,1648.0,1521.0,1431.0,1334.0,1321.0
43,8,1123.0,1160.0,5119.0,1068.0,1218.0,960.0,1146.0,1111.0
44,1,143750.0,243533.0,268022.0,332779.0,268018.0,354115.0,336548.0,336918.0
44,2,48750.0,80988.0,90010.0,110198.0,90083.0,117826.0,113587.0,113181.0
44,3,32971.0,55575.0,60792.0,75155.0,60897.0,80100.0,77516.0,76848.0
44,4,23553.0,41089.0,43366.0,52982.0,42999.0,55246.0,51787.0,51903.0
44,5,6862.0,11634.0,13395.0,13633.0,12341.0,13352.0,11209.0,11576.0
44,6,1340.0,2012.0,1561.0,1697.0,1812.0,2033.0,1964.0,2054.0
44,7,537.0,1101.0,695.0,1001.0,769.0,1080.0,1091.0,1135.0
44,8,216.0,2022.0,1609.0,695.0,662.0,1065.0,654.0,744.0
45,1,249184.0,211596.0,331866.0,193180.0,220195.0,184766.0,305094.0,305463.0
45,2,84010.0,71611.0,111626.0,65231.0,74432.0,62015.0,103107.0,102848.0
45,3,57154.0,49219.0,75790.0,44342.0,50569.0,42174.0,70448.0,69831.0
45,4,40536.0,36552.0,52444.0,35384.0,34911.0,32275.0,47861.0,48471.0
45,5,14474.0,10787.0,16275.0,12650.0,9836.0,12109.0,13569.0,14109.0
45,6,2959.0,2663.0,2893.0,1634.0,1532.0,1374.0,2585.0,2791.0
45,7,1276.0,1152.0,1437.0,852.0,747.0,693.0,1220.0,1303.0
45,8,1379.0,917.0,905.0,955.0,846.0,632.0,799.0,851.0
46,1,246114.0,238209.0,212997.0,287337.0,234280.0,234237.0,205936.0,206280.0
46,2,82765.0,79227.0,71749.0,95485.0,78791.0,78614.0,69569.0,69433.0
46,3,56171.0,55183.0,48662.0,64926.0,53157.0,53380.0,47617.0,46939.0
46,4,36713.0,39883.0,34701.0,45386.0,37902.0,38540.0,35099.0,36132.0
46,5,7941.0,10709.0,10478.0,10232.0,10381.0,10665.0,10477.0,11189.0
46,6,2402.0,2197.0,2108.0,2480.0,1688.0,2348.0,2264.0,2440.0
46,7,856.0,1094.0,1012.0,1234.0,792.0,1242.0,953.0,1047.0
46,8,887.0,615.0,1173.0,3430.0,892.0,1370.0,497.0,497.0
47,1,205528.0,227842.0,222285.0,320948.0,229247.0,325412.0,257386.0,257640.0
47,2,69301.0,75745.0,74893.0,105823.0,77392.0,108584.0,86883.0,86397.0
47,3,47182.0,52891.0,50856.0,72099.0,52673.0,73670.0,59520.0,58703.0
47,4,35150.0,39061.0,35450.0,50342.0,38591.0,52706.0,41480.0,42055.0
47,5,14431.0,11786.0,11125.0,14499.0,13081.0,16408.0,12499.0,13107.0
47,6,2026.0,2403.0,2211.0,2296.0,2666.0,2070.0,1707.0,1810.0
47,7,635.0,1285.0,1262.0,994.0,1369.0,479.0,396.0,432.0
47,8,541.0,1011.0,705.0,3052.0,910.0,906.0,283.0,372.0
48,1,344584.0,362506.0,293272.0,320956.0,454203.0,311219.0,362352.0,362600.0
48,2,116589.0,123288.0,99391.0,107712.0,152964.0,105130.0,122632.0,122760.0
48,3,78707.0,83603.0,67029.0,74174.0,103189.0,70938.0,83171.0,82862.0
48,4,52286.0,53418.0,45663.0,53524.0,69614.0,51461.0,52681.0,53585.0
48,5,11865.0,9313.0,10937.0,13651.0,15919.0,13838.0,9481.0,10302.0
48,6,1915.0,2416.0,3023.0,2080.0,2930.0,2108.0,2023.0,2165.0
48,7,1079.0,1152.0,1453.0,1061.0,1512.0,900.0,830.0,913.0
48,8,537.0,452.0,2256.0,1579.0,1182.0,983.0,321.0,453.0
49,1,298452.0,252761.0,321872.0,264929.0,278803.0,421093.0,309716.0,309972.0
49,2,100734.0,84804.0,108722.0,88082.0,94124.0,141166.0,104766.0,104347.0
49,3,68535.0,58745.0,73640.0,61505.0,63713.0,95802.0,71555.0,70839.0
49,4,47061.0,42614.0,47418.0,44222.0,44336.0,64635.0,50424.0,50656.0
49,5,14229.0,11944.0,9831.0,12292.0,13508.0,15264.0,14165.0,14599.0
49,6,3093.0,2687.0,2886.0,2319.0,2713.0,3957.0,3334.0,3417.0
49,7,1121.0,822.0,941.0,835.0,895.0,1621.0,908.0,938.0
49,8,719.0,1757.0,574.0,389.0,573.0,1571.0,378.0,365.0
50,1,239824.0,302891.0,277149.0,275223.0,226614.0,205276.0,182168.0,182342.0
50,2,80856.0,101567.0,93427.0,92256.0,76362.0,69234.0,61578.0,61456.0
50,3,54822.0,69352.0,63533.0,62887.0,51633.0,46952.0,42085.0,41503.0
50,4,37071.0,46830.0,42177.0,45291.0,37062.0,33549.0,30182.0,31530.0
50,5,10112.0,11310.0,10513.0,13288.0,11763.0,9606.0,9680.0,10658.0
50,6,2424.0,2719.0,1903.0,1862.0,2120.0,2195.0,1402.0,1484.0
50,7,1278.0,1037.0,943.0,760.0,1003.0,1143.0,576.0,632.0
50,8,2437.0,2568.0,2519.0,2476.0,1569.0,2589.0,2095.0,2286.0
51,1,251256.0,271156.0,206577.0,233088.0,379130.0,245131.0,225528.0,225659.0
51,2,84482.0,90534.0,69472.0,77286.0,127364.0,82230.0,76123.0,75777.0
51,3,58206.0,61574.0,47743.0,53762.0,86544.0,56333.0,51642.0,52085.0
51,4,41669.0,44844.0,33796.0,37826.0,58168.0,38839.0,37033.0,37538.0
51,5,14589.0,13689.0,10797.0,9898.0,15466.0,11086.0,12392.0,13114.0
51,6,2421.0,3008.0,1242.0,2290.0,2482.0,2203.0,1938.0,2003.0
51,7,1452.0,1656.0,911.0,1416.0,1468.0,1308.0,1262.0,1341.0
51,8,1138.0,1459.0,536.0,863.0,1284.0,903.0,770.0,885.0
52,1,456708.0,251409.0,239387.0,295719.0,314430.0,276101.0,313564.0,313509.0
52,2,153344.0,84649.0,80652.0,99254.0,105780.0,92838.0,105752.0,105024.0
52,3,104608.0,57356.0,55311.0,68149.0,72154.0,63684.0,71250.0,71677.0
52,4,68716.0,42721.0,39386.0,47759.0,52567.0,43830.0,49881.0,50436.0
52,5,15213.0,12147.0,12873.0,13305.0,16967.0,11878.0,13140.0,13700.0
52,6,2839.0,1997.0,2206.0,2568.0,2191.0,2258.0,1984.0,2018.0
52,7,1323.0,708.0,783.0,727.0,957.0,944.0,724.0,702.0
52,8,935.0,772.0,1414.0,775.0,1030.0,580.0,410.0,381.0
53,1,271986.0,224600.0,237441.0,99112.0,376274.0,287046.0,188405.0,188231.0
53,2,91267.0,73709.0,79785.0,32971.0,126421.0,95731.0,63552.0,62940.0
53,3,62835.0,50221.0,55144.0,23235.0,86184.0,65826.0,42908.0,43306.0
53,4,39936.0,35352.0,34853.0,18031.0,56463.0,44225.0,27081.0,28461.0
53,5,8794.0,9944.0,9009.0,5139.0,12455.0,11417.0,5170.0,6051.0
53,6,2931.0,1448.0,2758.0,1204.0,2859.0,1970.0,1840.0,2017.0
53,7,1113.0,833.0,1822.0,603.0,1671.0,915.0,828.0,953.0
53,8,625.0,626.0,977.0,343.0,2113.0,1008.0,470.0,528.0
54,1,285849.0,339550.0,395706.0,250179.0,320648.0,365265.0,316753.0,317165.0
54,2,96293.0,114261.0,133214.0,84891.0,108060.0,122817.0,106654.0,106917.0
54,3,65725.0,77086.0,90794.0,57907.0,73760.0,83602.0,71881.0,72661.0
54,4,44803.0,52013.0,61158.0,42542.0,48018.0,56274.0,50272.0,51004.0
54,5,11578.0,11623.0,16657.0,12014.0,10310.0,14465.0,14433.0,14512.0
54,6,1879.0,2255.0,2578.0,1897.0,2403.0,2880.0,1923.0,2005.0
54,7,821.0,1289.0,862.0,873.0,1008.0,1294.0,1167.0,1268.0
54,8,1581.0,1326.0,1362.0,1212.0,1384.0,1022.0,1427.0,1707.0
55,1,222953.0,248232.0,251590.0,207585.0,305381.0,289997.0,206092.0,206164.0
55,2,74742.0,83090.0,84778.0,69262.0,102714.0,97141.0,69595.0,69444.0
55,3,51558.0,56519.0,58521.0,47858.0,70228.0,66674.0,47323.0,47929.0
55,4,36101.0,40520.0,37426.0,34716.0,45178.0,46066.0,30734.0,31937.0
55,5,11626.0,12422.0,8511.0,10129.0,9916.0,13450.0,7714.0,8536.0
55,6,1901.0,2228.0,2136.0,1441.0,2096.0,2678.0,1820.0,1973.0
55,7,1161.0,874.0,705.0,622.0,824.0,1285.0,650.0,785.0
55,8,913.0,558.0,229.0,778.0,421.0,1373.0,330.0,274.0
56,1,285172.0,364936.0,205302.0,204614.0,181900.0,190799.0,176580.0,176510.0
56,2,95671.0,119677.0,69007.0,68276.0,61284.0,63973.0,59619.0,59152.0
56,3,65378.0,81022.0,47425.0,47197.0,42214.0,44305.0,40449.0,40751.0
56,4,45138.0,52455.0,33298.0,32585.0,27318.0,30274.0,29111.0,29948.0
56,5,12752.0,8399.0,10430.0,9221.0,6222.0,8241.0,9909.0,10279.0
56,6,3178.0,2191.0,2375.0,1967.0,2205.0,2970.0,2845.0,2977.0
56,7,1293.0,815.0,1081.0,983.0,966.0,1161.0,1570.0,1591.0
56,8,989.0,180.0,543.0,1365.0,638.0,1241.0,1479.0,1517.0
57,1,240541.0,259498.0,207447.0,250552.0,361310.0,261067.0,307400.0,307669.0
57,2,80925.0,86214.0,69953.0,83666.0,121560.0,87279.0,103759.0,103261.0
57,3,55889.0,58426.0,48341.0,57649.0,83066.0,60139.0,70493.0,70905.0
57,4,38155.0,42283.0,33062.0,39791.0,57408.0,40449.0,49132.0,49719.0
57,5,10400.0,11827.0,8964.0,12134.0,15769.0,9712.0,14042.0,14341.0
57,6,2758.0,2298.0,2161.0,2410.0,2642.0,1917.0,3088.0,3116.0
57,7,1184.0,1243.0,908.0,1793.0,1314.0,1065.0,1746.0,1727.0
57,8,950.0,548.0,528.0,559.0,1062.0,584.0,2218.0,2129.0
58,1,333615.0,249255.0,256210.0,290239.0,227058.0,272257.0,247022.0,247391.0
58,2,111638.0,83472.0,86141.0,96708.0,76383.0,90591.0,83230.0,83036.0
58,3,76288.0,56627.0,59116.0,66449.0,52164.0,62080.0,56146.0,56700.0
58,4,51192.0,40675.0,41454.0,46737.0,36809.0,43668.0,38829.0,39560.0
58,5,12435.0,11439.0,11610.0,14135.0,10959.0,12166.0,9793.0,10465.0
58,6,2820.0,2634.0,2024.0,2951.0,1842.0,2482.0,1716.0,1740.0
58,7,1116.0,1213.0,938.0,1020.0,821.0,1286.0,649.0,649.0
58,8,1255.0,2039.0,1907.0,1445.0,1063.0,2410.0,975.0,963.0
59,1,249381.0,304087.0,334526.0,271265.0,358622.0,314340.0,260091.0,260065.0
59,2,84175.0,102723.0,112486.0,91915.0,120602.0,105449.0,87570.0,87466.0
59,3,57700.0,70332.0,76726.0,63099.0,82127.0,72105.0,59884.0,59921.0
59,4,41402.0,49294.0,54302.0,44281.0,55683.0,49743.0,42645.0,42981.0
59,5,12760.0,14639.0,17304.0,12541.0,14164.0,13686.0,13454.0,13676.0
59,6,2581.0,2737.0,2079.0,2909.0,2692.0,2587.0,2169.0,2171.0
59,7,1343.0,1313.0,1177.0,1518.0,1355.0,1244.0,783.0,767.0
59,8,683.0,1167.0,1735.0,832.0,1776.0,725.0,2898.0,2577.0
60,1,246618.0,337616.0,324751.0,191952.0,316242.0,322884.0,373661.0,373959.0
60,2,83299.0,114133.0,109421.0,65629.0,106751.0,108362.0,125667.0,125290.0
60,3,57080.0,77680.0,74619.0,45011.0,73165.0,73925.0,85319.0,85451.0
60,4,39492.0,53273.0,50728.0,34020.0,49561.0,51537.0,59034.0,58900.0
60,5,11427.0,14683.0,14224.0,11758.0,13261.0,14763.0,16628.0,16776.0
60,6,2813.0,3219.0,3227.0,2047.0,2717.0,2392.0,2440.0,2514.0
60,7,1203.0,1691.0,1661.0,1011.0,1422.0,1414.0,1488.0,1528.0
60,8,1070.0,2997.0,2380.0,950.0,1511.0,1651.0,1162.0,1163.0
61,1,325990.0,331214.0,342977.0,314818.0,362273.0,356420.0,320313.0,320562.0
61,2,109563.0,111926.0,115552.0,106224.0,121960.0,119156.0,107913.0,107600.0
61,3,74941.0,76123.0,79098.0,72814.0,83263.0,81513.0,73650.0,73614.0
61,4,51516.0,54017.0,55172.0,48100.0,53145.0,56944.0,51494.0,51462.0
61,5,14238.0,15954.0,16600.0,10883.0,10345.0,14883.0,15843.0,15756.0
61,6,3254.0,2602.0,3211.0,2602.0,2373.0,2867.0,3124.0,3156.0
61,7,1847.0,1503.0,1336.0,1553.0,1338.0,1320.0,1815.0,1846.0
61,8,1357.0,1392.0,753.0,1190.0,1255.0,1116.0,1718.0,1742.0
62,1,304200.0,319318.0,307983.0,307575.0,366380.0,333845.0,279520.0,279976.0
62,2,102331.0,107979.0,103610.0,102496.0,123046.0,112100.0,94128.0,94125.0
62,3,70197.0,73687.0,70855.0,70252.0,83770.0,77023.0,64457.0,64609.0
62,4,48599.0,50728.0,49427.0,50067.0,55649.0,54077.0,45993.0,46148.0
62,5,14011.0,14116.0,15115.0,14916.0,13888.0,16793.0,16285.0,16433.0
62,6,2347.0,2560.0,2566.0,1588.0,2136.0,3058.0,1689.0,1711.0
62,7,814.0,873.0,1312.0,796.0,1062.0,1631.0,593.0,603.0
62,8,958.0,2510.0,1334.0,526.0,1701.0,975.0,334.0,347.0
63,1,299967.0,271041.0,254541.0,336723.0,136124.0,260607.0,391051.0,391126.0
63,2,100739.0,91630.0,85583.0,111027.0,45726.0,86327.0,131469.0,130832.0
63,3,68785.0,62704.0,58822.0,76129.0,31495.0,59970.0,89671.0,89513.0
63,4,47652.0,42801.0,41167.0,52861.0,22926.0,43095.0,60781.0,60393.0
63,5,14111.0,10626.0,13011.0,14649.0,7486.0,12946.0,16577.0,15725.0
63,6,1931.0,1532.0,2416.0,2097.0,1407.0,2298.0,2436.0,2335.0
63,7,1072.0,901.0,1414.0,1353.0,845.0,1258.0,1458.0,1387.0
63,8,532.0,2035.0,897.0,1735.0,588.0,2555.0,1135.0,1182.0
64,1,334096.0,271675.0,129827.0,152422.0,353281.0,315625.0,182598.0,182738.0
64,2,112167.0,91692.0,43755.0,52532.0,118604.0,105826.0,61348.0,61396.0
64,3,76646.0,62661.0,30150.0,36244.0,80667.0,72972.0,42041.0,42231.0
64,4,52721.0,43578.0,22391.0,28562.0,54622.0,47948.0,29503.0,30226.0
64,5,14553.0,12859.0,7672.0,9890.0,13042.0,10744.0,8088.0,8838.0
64,6,2778.0,2687.0,1063.0,1794.0,2204.0,2724.0,1315.0,1719.0
64,7,1666.0,1266.0,697.0,922.0,1268.0,1763.0,636.0,806.0
64,8,1491.0,1279.0,2445.0,1002.0,1503.0,1845.0,684.0,823.0
65,1,331378.0,317826.0,302648.0,208636.0,308065.0,265104.0,350951.0,350945.0
65,2,110960.0,107635.0,101673.0,69913.0,103596.0,88214.0,118044.0,117335.0
65,3,75813.0,73347.0,69690.0,48377.0,70933.0,60701.0,80518.0,80333.0
65,4,48952.0,49483.0,48582.0,36012.0,48605.0,42224.0,51033.0,50648.0
65,5,10321.0,12875.0,13385.0,10942.0,12302.0,10687.0,9053.0,8970.0
65,6,2240.0,1615.0,1785.0,2380.0,1914.0,2251.0,2558.0,2705.0
65,7,1302.0,929.0,1195.0,1266.0,789.0,1281.0,879.0,971.0
65,8,1125.0,977.0,533.0,1729.0,262.0,749.0,403.0,416.0
66,1,313500.0,272258.0,344418.0,296606.0,308743.0,276932.0,247395.0,247397.0
66,2,105291.0,91973.0,115710.0,99379.0,103897.0,92853.0,83324.0,83127.0
66,3,72136.0,63101.0,79410.0,68493.0,71490.0,64090.0,57407.0,57414.0
66,4,51867.0,44125.0,55264.0,50178.0,51822.0,46766.0,40634.0,40962.0
66,5,17848.0,13905.0,16078.0,16560.0,17717.0,15810.0,13140.0,13579.0
66,6,2157.0,2453.0,3002.0,2533.0,3561.0,3000.0,2077.0,2155.0
66,7,716.0,1260.0,1133.0,1309.0,1721.0,1245.0,907.0,959.0
66,8,561.0,776.0,2716.0,1018.0,1323.0,957.0,520.0,545.0
67,1,183272.0,168876.0,228420.0,248632.0,259258.0,230119.0,152798.0,152842.0
67,2,61607.0,57089.0,76797.0,83332.0,87087.0,77183.0,51311.0,51221.0
67,3,42261.0,39139.0,52752.0,56586.0,59774.0,53049.0,35200.0,35252.0
67,4,30685.0,28925.0,36547.0,41617.0,42182.0,38775.0,26381.0,26944.0
67,5,10175.0,8615.0,9753.0,12366.0,12705.0,10910.0,10241.0,10772.0
67,6,980.0,2079.0,1245.0,2073.0,2548.0,2618.0,1031.0,1128.0
67,7,792.0,1186.0,758.0,1312.0,1273.0,1421.0,635.0,710.0
67,8,1260.0,713.0,796.0,1221.0,816.0,1012.0,880.0,746.0
68,1,323014.0,253783.0,248345.0,349426.0,218080.0,261393.0,255954.0,255873.0
68,2,108331.0,85798.0,83539.0,116159.0,73584.0,87335.0,86348.0,85963.0
68,3,73919.0,58543.0,57227.0,78735.0,50585.0,60356.0,59218.0,59077.0
68,4,50186.0,40914.0,40194.0,54341.0,34015.0,43451.0,40972.0,41113.0
68,5,14127.0,12544.0,12399.0,14715.0,9096.0,13914.0,12081.0,12449.0
68,6,2753.0,2229.0,2528.0,2947.0,2687.0,1847.0,3438.0,3509.0
68,7,1441.0,1105.0,1161.0,1651.0,1224.0,1044.0,1730.0,1795.0
68,8,2554.0,864.0,732.0,3351.0,808.0,732.0,1445.0,1461.0
69,1,320138.0,388603.0,439211.0,383635.0,423106.0,335847.0,349813.0,349517.0
69,2,107835.0,131334.0,147473.0,128590.0,142360.0,113701.0,117632.0,117019.0
69,3,74015.0,89524.0,100712.0,87090.0,97253.0,77846.0,80345.0,80097.0
69,4,50722.0,62018.0,69016.0,62536.0,67404.0,54559.0,56443.0,56290.0
69,5,14044.0,18076.0,20047.0,17591.0,19353.0,16551.0,16503.0,16896.0
69,6,2212.0,2483.0,2182.0,2380.0,3087.0,2351.0,2136.0,2235.0
69,7,1126.0,1216.0,809.0,1654.0,1729.0,1170.0,1025.0,1230.0
69,8,724.0,797.0,625.0,1019.0,1110.0,1887.0,660.0,576.0
70,1,265378.0,249534.0,213816.0,196025.0,205052.0,171287.0,294542.0,294458.0
70,2,88886.0,84415.0,71863.0,65123.0,68979.0,56352.0,98988.0,98276.0
70,3,61224.0,57781.0,49634.0,44066.0,47525.0,39662.0,67604.0,67401.0
70,4,44078.0,37746.0,32376.0,31796.0,32757.0,29964.0,47149.0,46869.0
70,5,15250.0,8485.0,8128.0,8095.0,9959.0,8531.0,13984.0,13896.0
70,6,2417.0,2316.0,2208.0,1371.0,2940.0,1667.0,2268.0,2174.0
70,7,1228.0,1170.0,984.0,677.0,1341.0,845.0,1236.0,1258.0
70,8,945.0,1137.0,1178.0,24744.0,1651.0,1010.0,1332.0,1545.0
71,1,297211.0,236300.0,224300.0,353204.0,294464.0,333349.0,251810.0,251857.0
71,2,100001.0,79800.0,75567.0,118131.0,99215.0,111072.0,84945.0,84882.0
71,3,68176.0,54337.0,51715.0,79830.0,67759.0,76374.0,58139.0,58120.0
71,4,47453.0,38198.0,35084.0,54779.0,46272.0,53163.0,39718.0,40209.0
71,5,12516.0,10861.0,9020.0,13305.0,12102.0,13763.0,10108.0,10460.0
71,6,2181.0,1829.0,1844.0,2307.0,2605.0,2585.0,2411.0,2523.0
71,7,1221.0,805.0,858.0,1168.0,1455.0,1484.0,1392.0,1574.0
71,8,688.0,544.0,719.0,1230.0,839.0,1588.0,1176.0,1029.0
72,1,291068.0,256596.0,211969.0,260996.0,253968.0,288183.0,251507.0,251493.0
72,2,97541.0,86763.0,71089.0,87627.0,85363.0,95470.0,84623.0,84311.0
72,3,66924.0,59265.0,48928.0,59426.0,58523.0,65375.0,57866.0,57863.0
72,4,46733.0,41232.0,35518.0,43416.0,41552.0,48206.0,40791.0,40924.0
72,5,13308.0,11008.0,11661.0,13211.0,12858.0,14730.0,11390.0,11847.0
72,6,2468.0,1770.0,1895.0,2126.0,2106.0,2490.0,1049.0,1101.0
72,7,1443.0,908.0,833.0,1158.0,935.0,1135.0,368.0,409.0
72,8,783.0,1141.0,452.0,1093.0,607.0,608.0,213.0,245.0
73,1,356871.0,244361.0,323261.0,299293.0,237653.0,278874.0,338961.0,339102.0
73,2,119889.0,82533.0,108645.0,99549.0,80073.0,92633.0,113989.0,113614.0
73,3,81646.0,56438.0,74344.0,67591.0,54936.0,63901.0,77523.0,77534.0
73,4,55936.0,39087.0,49852.0,48097.0,37555.0,44853.0,54179.0,53723.0
73,5,15575.0,10348.0,13012.0,14303.0,10921.0,11027.0,16330.0,16284.0
73,6,1718.0,1767.0,1865.0,1502.0,2136.0,2214.0,1612.0,1658.0
73,7,941.0,874.0,765.0,739.0,1110.0,1065.0,1321.0,1547.0
73,8,510.0,1143.0,461.0,640.0,1986.0,976.0,1186.0,1334.0
74,1,225741.0,192351.0,228763.0,231228.0,274239.0,267255.0,180383.0,180404.0
74,2,75923.0,65109.0,76946.0,78193.0,92266.0,88986.0,60796.0,60773.0
74,3,52145.0,44639.0,52948.0,53062.0,63286.0,61262.0,41799.0,41836.0
74,4,37779.0,32602.0,37659.0,38879.0,44340.0,44348.0,30400.0,31121.0
74,5,12351.0,11120.0,11403.0,12051.0,13375.0,13353.0,10377.0,11112.0
74,6,2955.0,1953.0,2317.0,2261.0,2277.0,2573.0,2603.0,2864.0
74,7,1226.0,703.0,1123.0,1056.0,1120.0,1344.0,1221.0,1286.0
74,8,1650.0,650.0,697.0,445.0,696.0,935.0,1262.0,1173.0
75,1,263172.0,158976.0,211449.0,167440.0,273867.0,295132.0,217450.0,217736.0
75,2,88038.0,53761.0,71065.0,55282.0,92027.0,97235.0,73100.0,72692.0
75,3,60557.0,37028.0,49218.0,37372.0,63308.0,66954.0,50115.0,50104.0
75,4,42195.0,25154.0,34312.0,30063.0,44006.0,47165.0,35282.0,36124.0
75,5,11386.0,7420.0,10985.0,9877.0,13860.0,13794.0,11295.0,11461.0
75,6,1868.0,1399.0,1983.0,2206.0,1948.0,1922.0,1946.0,1960.0
75,7,1172.0,719.0,772.0,1320.0,714.0,747.0,690.0,708.0
75,8,864.0,592.0,549.0,1153.0,1416.0,539.0,353.0,395.0
76,1,419262.0,458134.0,469462.0,408981.0,369731.0,415096.0,410431.0,410448.0
76,2,141383.0,154529.0,158085.0,137865.0,124552.0,140146.0,138250.0,138354.0
76,3,96217.0,104790.0,107634.0,93512.0,84699.0,95386.0,94018.0,94159.0
76,4,63610.0,68741.0,69639.0,63620.0,58883.0,64901.0,63451.0,63524.0
76,5,14346.0,15935.0,15290.0,15242.0,15506.0,15503.0,15452.0,15665.0
76,6,2456.0,3646.0,2754.0,2283.0,2437.0,2436.0,2639.0,2763.0
76,7,1299.0,1308.0,1428.0,1270.0,1492.0,1347.0,1319.0,1417.0
76,8,1360.0,1302.0,1380.0,1305.0,1492.0,1363.0,1522.0,1677.0
77,1,273324.0,215299.0,223851.0,310813.0,223046.0,235608.0,320309.0,319950.0
77,2,91402.0,72794.0,75251.0,102640.0,74876.0,78514.0,107379.0,106085.0
77,3,62871.0,49935.0,51929.0,69841.0,51390.0,54412.0,73256.0,72615.0
77,4,41825.0,33150.0,34176.0,48308.0,35115.0,39499.0,49090.0,48435.0
77,5,11601.0,10167.0,8984.0,13091.0,10509.0,13555.0,12927.0,12831.0
77,6,1839.0,1760.0,1641.0,2233.0,2594.0,2441.0,2136.0,2130.0
77,7,1579.0,1249.0,1189.0,1510.0,1394.0,1732.0,1485.0,1529.0
77,8,1687.0,1421.0,1429.0,1540.0,992.0,1961.0,1654.0,1615.0
78,1,223133.0,240256.0,211712.0,284085.0,248050.0,257445.0,351542.0,351455.0
78,2,75082.0,81261.0,71241.0,95029.0,83425.0,85945.0,118218.0,117296.0
78,3,51614.0,55293.0,48917.0,64436.0,57175.0,59517.0,80669.0,80365.0
78,4,37113.0,38581.0,33370.0,43158.0,39322.0,40137.0,55808.0,55359.0
78,5,12060.0,11765.0,9113.0,9313.0,11449.0,8719.0,16335.0,15926.0
78,6,2686.0,2519.0,1596.0,2136.0,2509.0,2670.0,3441.0,3340.0
78,7,977.0,1309.0,695.0,930.0,1026.0,1083.0,1485.0,1529.0
78,8,930.0,1946.0,559.0,834.0,754.0,862.0,1427.0,2890.0
79,1,330267.0,278278.0,318953.0,292485.0,256073.0,323203.0,304603.0,304441.0
79,2,111269.0,94109.0,107456.0,99038.0,86244.0,108388.0,102541.0,102275.0
